job_name,city,education,work_exp,company,salary_avg,data_source
ARGO事业部-解决方案架构师（金融科技）-北京,北京,本科,8-9年,阿里云计算,15000,前程无忧
智慧交通算法工程师,北京,博士,3年及以上,深圳市阿拉丁无人机,30000,前程无忧
研发部——后端开发工程师,北京,本科,2年及以上,人民网,15000,前程无忧
网络安全运维工程师,北京,本科,3年及以上,中铁建网络信息科技,17500,前程无忧
售前售后技术支持,北京,本科,1年,北京凯迪兴业网络技术,7500,前程无忧
算法工程师（多模态大模型方向）-拔尖计划,北京,硕士,2年及以上,中国移动通信有限公司在线营销服务中心,23000,前程无忧
阿里云智能-Leads运营-北京/杭州,北京,本科,5-7年,阿里云计算,15000,前程无忧
算法研究员,北京,博士,1年及以上,北京雷泰腾飞医疗科技,27500,前程无忧
初级算法工程师,北京,本科,1-5年,融捷教育科技,20000,前程无忧
架构师,北京,本科,5年及以上,北京市计算中心,30000,前程无忧
5G C语言开发工程师（OM开发）,北京,本科,3年及以上,中航科创,21000,前程无忧
操作系统研发工程师,北京,本科,2年及以上,前锦网络信息技术（上海）,30000,前程无忧
研发中心-数据系统开发岗,北京,硕士,5年及以上,人保信息科技,27500,前程无忧
网络管理岗,北京,硕士,5年及以上,长城人寿保险,11000,前程无忧
数据架构岗（平台建设与数据应用方向）(J77116),北京,硕士,5年及以上,人保信息科技,27500,前程无忧
IDC电气设计师,北京,本科,3年及以上,中金数据运营管理（天津）,25000,前程无忧
需求分析师（客服领域大模型方向）,北京,本科,3年及以上,中国移动通信有限公司在线营销服务中心,20000,前程无忧
售前技术支持工程师（北京）,北京,硕士,3年及以上,上海国际技贸联合,15000,前程无忧
综合维修工（北京毛线厂）,北京,中技/中专,无需经验,北京铜牛集团,6000,前程无忧
高级DBA服务,北京,本科,5年及以上,深圳市法本信息技术,14000,前程无忧
研发中心-数据开发岗-北京,北京,硕士,3年及以上,人保信息科技,27500,前程无忧
研发中心-AI大模型测试开发岗-北京,北京,硕士,2年及以上,人保信息科技,27500,前程无忧
可视化流程画布前端开发,北京,本科,1-3年,北京华琪软通技术,12000,前程无忧
FPC（柔性电路板）设计员,北京,大专,1年,北京京正和机电技术,6500,前程无忧
测试开发工程师,北京,本科,3年及以上,北京希瑞亚斯科技,17500,前程无忧
阿里云智能-MAAS生态运营专家-北京,北京,本科,5-7年,阿里云计算,15000,前程无忧
初级Web前端开发工程师,北京,本科,无需经验,融捷教育科技,11500,前程无忧
PCB Layout工程师,北京,大专,无需经验,北京京正和机电技术,6500,前程无忧
渠道经理/主管（具身智能）,北京,本科,3年及以上,广东汇博机器人技术,12500,前程无忧
前端开发工程师,北京,本科,1-3年,北京中体网科技,9000,前程无忧
法务主管-北京(J13674),北京,本科,5年及以上,曙光信息产业,19000,前程无忧
项目助理,北京,本科,3年及以上,北京市计算中心,11000,前程无忧
自动化测试工程师,北京,大专,3-5年,嘉驰英才（上海）信息科技,14000,前程无忧
电气工程师,北京,大专,5年及以上,万数（上海）投资,17500,前程无忧
产品线经理（服务器存储器方向）,北京,本科,3年及以上,深圳市科通技术,17500,前程无忧
物联网业务售前解决方案专家,北京,硕士,10年及以上,昆仑数智科技,50000,前程无忧
Java后端开发工程师,北京,本科,3年及以上,北京中泰创安科技,15000,前程无忧
ERP人力实施顾问,北京,本科,3年及以上,青岛瑞高咨询管理,12000,前程无忧
AI产品经理,北京,本科,5年及以上,中盈优创资讯科技,25000,前程无忧
金融产品经理（软硬件）(J51364),北京,本科,5年及以上,京东方科技集团,22500,前程无忧
数字化管理岗（生产域顾问）,北京,本科,3年及以上,亚钾（北京）国际钾盐开发,22500,前程无忧
瓴羊-资源运营专家-北京/杭州,北京,本科,5-7年,阿里云计算,15000,前程无忧
工业软件高级研发工程师,北京,本科,无需经验,清华大学,22500,前程无忧
中核粒子-放疗-影像软件工程师(J28731),北京,本科,3年及以上,中核粒子医疗科技,22500,前程无忧
渠道销售经理,北京,大专,2年,上海智位机器人,10000,前程无忧
网络安全解决方案架构师,北京,硕士,10年及以上,广州千野商务服务,35000,前程无忧
SLAM算法工程师,北京,本科,1年及以上,北京市农林科学院信息技术研究中心,16000,前程无忧
算法工程师AJ,北京,硕士,无需经验,北京中盾安民分析技术,15000,前程无忧
解决方案经理,北京,本科,5年及以上,深圳市佳贤通信科技,20000,前程无忧
Java技术经理,北京,本科,5年及以上,亚信科技（中国）,17500,前程无忧
阿里云智能-专有云智算训推优化方向-智算方向,北京,硕士,3-4年,阿里云计算,15000,前程无忧
解决方案销售经理 (MJ004314),北京,本科,3年及以上,广电运通集团,16000,前程无忧
生物信息分析师—NIBS流式中心招聘,北京,本科,1年,北京生命科学研究所,7500,前程无忧
软件工程师,北京,硕士,3年及以上,北京速迈医疗科技,17500,前程无忧
高级通号维修工程师（通信/电源方向）-北京-01248,北京,大专,6年及以上,北京京港地铁,14000,前程无忧
软件产品经理,北京,硕士,无需经验,北京津发科技,12500,前程无忧
销售经理（运营商行业）（北京）,北京,本科,3-4年,凯通科技,17500,前程无忧
生产调试工程师,北京,本科,3年及以上,北京美讯泰科通信技术,12000,前程无忧
生理脑电算法工程师,北京,硕士,无需经验,北京津发科技,27500,前程无忧
golang开发工程师,北京,本科,3年及以上,杭州谐云科技,21000,前程无忧
人工智能专业方案产品经理,北京,硕士,3年及以上,联想弘扬科技（北京）,32500,前程无忧
AI架构师,北京,硕士,5年及以上,广州赛意信息科技,35000,前程无忧
无线通信CUDA开发工程师,北京,硕士,无需经验,北京三星通信技术研究,22500,前程无忧
研发中心-大模型算法研发工程师（高级工程师及以上）,北京,硕士,6年及以上,人保信息科技,32500,前程无忧
C++应用开发工程师,北京,本科,3年及以上,恒宝,17500,前程无忧
Java（中高级）,北京,本科,4-10年,上海速强信息技术,14000,前程无忧
java开发工程师,北京,本科,3年及以上,南京恒生启金科技,15000,前程无忧
计算语言学实习生（ASR方向）-Data语音,北京,本科,无需经验,字节跳动,6000,前程无忧
软件测试工程师应届生本科双休,上海,本科,无需经验,河南芯码智能科技,11000,前程无忧
朝九晚六/网络数据审核员/五险一金,上海,大专,无需经验,上海课实电子科技,11500,前程无忧
信息专员（计算机/硬件维护）,上海,本科,无需经验,国投沪康（上海）养老服务,8000,前程无忧
it运维工程师本科应届生优先,上海,本科,无需经验,河南芯码智能科技,11000,前程无忧
软件运维实习生（可转正）,上海,大专,无需经验,上海星慧源科技,4500,前程无忧
IT助理,上海,大专,1-2年,上海宜可环保科技,6500,前程无忧
办公室文员-计算机方向,上海,大专,1年,上海融和骏玖新能源科技,6000,前程无忧
计算机信息系统技术员,上海,本科,无需经验,上海蔡同德药业,90000,前程无忧
应用运维（应届生）,上海,本科,1年及以上,上海共联通信信息发展,11500,前程无忧
IT桌面运维,上海,大专,1年及以上,上海纳格西斯商标,7000,前程无忧
实习生（IT助理工程师）,上海,大专,无需经验,上海矽睿科技,3500,前程无忧
初中级桌面运维工程师,上海,大专,1-3年,上海飞奥信息技术服务,7000,前程无忧
初级软件测试工程师,上海,大专,无需经验,上海狩利信息科技,8500,前程无忧
桌面运维工程师,上海,本科,1年及以上,上海彭馋巍科技,12000,前程无忧
数据分析助理（数据清洗标注）,上海,本科,无需经验,上海慧铂信息技术,7500,前程无忧
计算机实习生,上海,大专,无需经验,上海鹏禹热能科技,3250,前程无忧
总行-信息科技岗（信息安全）,上海,本科,1年及以上,国泰世华银行（中国）,12000,前程无忧
IT助理,上海,大专,1年及以上,上海埃斯埃医疗技术,4500,前程无忧
学校网管,上海,大专,1年,上海聚劲机电系统工程,7000,前程无忧
大数据分析,上海,大专,无需经验,上海钧如科技,11500,前程无忧
java开发工程师本科双休应届生优先,上海,本科,无需经验,河南芯码智能科技,11000,前程无忧
产品实习生（限27，无转正）,上海,本科,无需经验,卡赫贸易（中国）,200,前程无忧
初级软件工程师,上海,大专,无需经验,上海狩利信息科技,9500,前程无忧
初级游戏测试,上海,,无需经验,世宜德（上海）信息科技,200,前程无忧
需求分析师,上海,本科,无需经验,西安融界电子科技,11000,前程无忧
信息管理员（IT综合岗）,上海,本科,无需经验,杭州海德世拉索系统,8000,前程无忧
AI方向后端开发工程师（实习）,上海,,无需经验,美团,7000,前程无忧
设备维护工程师（上海）,上海,本科,无需经验,仲利国际融资租赁,10000,前程无忧
+ 计算机芯片硬件技术支持 （周末双休）,上海,大专,1年及以上,赛科斯信息技术（上海）,6500,前程无忧
IT管培生,上海,本科,无需经验,上海先导基电科技,10000,前程无忧
实习生（软件测试）,上海,本科,无需经验,锐嘉科投资控股,3500,前程无忧
管理培训生（技术方向）,上海,大专,1年及以上,上海动亦科技,6000,前程无忧
AI训练师,上海,大专,无需经验,上海久页信息科技,8500,前程无忧
信息化专员,上海,本科,1年,上海中冶环保运营管理,10000,前程无忧
IT专员,上海,大专,无需经验,上海市民办协和双语学校,10500,前程无忧
AI应用开发（双休）,上海,本科,无需经验,西安融界电子科技,11500,前程无忧
信息技术-开发测试岗(J10244),上海,本科,无需经验,申港证券,15000,前程无忧
初级测试工程,上海,大专,1年及以上,上海钧如科技,11500,前程无忧
AI训练师,上海,大专,1年及以上,上海微创软件,9500,前程无忧
产品助理,上海,本科,无需经验,原极（上海）科技,9000,前程无忧
检测数据分析处理员,上海,本科,无需经验,中国科学院上海光学精密机械研究所,90000,前程无忧
网络工程师,上海,大专,1年,上海捷卫信息科技,9000,前程无忧
运维工程师（实习可转正）,上海,大专,无需经验,上海恒信电脑软件,6250,前程无忧
软件开发助理工程师,上海,本科,无需经验,星耀芯科（上海）科技,10000,前程无忧
技术支持工程师,上海,本科,无需经验,江苏恰宜则电气设备,13000,前程无忧
数据分析岗,上海,本科,1年,维度信息技术（苏州）有限公司上海,8500,前程无忧
网管兼文印专员,上海,本科,2年及以上,上海市宝山华曜高级中学,7000,前程无忧
AI标注员,上海,本科,无需经验,上海道乎电子商务,7500,前程无忧
数据分析师（base人资团队）(J25016),上海,本科,1年及以上,上海旺旺食品集团,12500,前程无忧
软件测试,上海,本科,无需经验,江苏恰宜则电气设备,13000,前程无忧
网络工程师（上海）,上海,大专,无需经验,上海寰创通信科技,7000,前程无忧
软件实施专员,上海,本科,无需经验,锋泾（中国）建材集团,10000,前程无忧
IT技术支持  双休不加班,上海,本科,2年及以上,上海科迪威贸易商行,8000,前程无忧
软件设计工程师-赛克力,上海,本科,无需经验,上海电缆研究所,10000,前程无忧
机械助理文员(上海)(J10687),上海,本科,1年及以上,善诚科技发展（上海）,7500,前程无忧
产品研发助理,上海,本科,无需经验,锋泾（中国）建材集团,10000,前程无忧
AI 运维专员,上海,大专,1年及以上,连际科技集团,10000,前程无忧
AI应用专员,上海,大专,3年及以上,上海杰达齿科制作,10500,前程无忧
IT助理见习生(J13893),上海,大专,无需经验,上海天逸电器,130,前程无忧
技术文员,上海,本科,无需经验,采埃孚汽车科技（上海）,5750,前程无忧
信息技术支持工程师,上海,本科,1-2年,北京中科航天人才服务,10000,前程无忧
人工智能,上海,本科,无需经验,江苏恰宜则电气设备,14000,前程无忧
计算机老师,上海,本科,3年及以上,上海励滕伯克曼教育科技,17500,前程无忧
软件工程师,上海,大专,无需经验,上海昭洋远科信息科技,15000,前程无忧
2026-PM-数据分析师-Biodev (MJ009510),上海,本科,无需经验,上海药明生物技术,11500,前程无忧
数据与知识工程师,上海,本科,1年及以上,上海集成电路材料研究院,17000,前程无忧
系统技术支持,上海,大专,1年及以上,上海恒信电脑软件,7500,前程无忧
it技术支持,上海,大专,无需经验,东方国际商业（集团）,7000,前程无忧
软件编程助理工程师,,本科,无需经验,上海联百商业设备,200,前程无忧
软件测试,上海,本科,无需经验,南京睿灿欣电气设备,10500,前程无忧
软件测试,上海,大专,1年及以上,上海秉荣数科科技,15500,前程无忧
数据运营 8-13k  14薪,上海,本科,1年及以上,上海艾施派尔生物科技,10500,前程无忧
网络管理员,上海,大专,1年及以上,上海虹迪物流科技,8000,前程无忧
六西格玛助理,上海,本科,1年及以上,中恒创科（上海）工业智能科技,12000,前程无忧
人寿-上海分公司-信息安全与运维it（管培生）,上海,本科,无需经验,泰康人寿保险有限责任公司上海,8500,前程无忧
技术研发助理,上海,本科,无需经验,上海锐测电子科技,8500,前程无忧
（大飞机）软件工程师（应届）,上海,本科,无需经验,上海柏飞电子科技,9000,前程无忧
系统管理员（应届生）,上海,本科,无需经验,上海积塔半导体,12500,前程无忧
售后工程师,上海,大专,无需经验,英美科自动化设备（上海）,7000,前程无忧
数据分析师,上海,大专,无需经验,上海昭洋远科信息科技,10500,前程无忧
无人机飞手维修 接受0经验,上海,中技/中专,无需经验,智光集能（江苏）新能源科技,9000,前程无忧
数据分析,上海,本科,1年及以上,安徽哈能时代智能机器人,12500,前程无忧
AI产品应用实习生,上海,本科,无需经验,科或（上海）电子,6500,前程无忧
软件工程师,上海,本科,无需经验,金泰线业（上海）,10000,前程无忧
网络工程师,上海,大专,无需经验,上海目柏机电,8250,前程无忧
管培生（机械、电气、软件、材料）,上海,本科,无需经验,上海微釜半导体设备,11000,前程无忧
数据分析师,上海,大专,1-2年,北京京铭宏硕科技,9500,前程无忧
助理数据分析师,上海,本科,1-3年,上海环盛商业,7250,前程无忧
数据分析,上海,本科,1年及以上,上海智期科技,7500,前程无忧
IT项目助理,上海,本科,无需经验,海尔融资租赁,11500,前程无忧
linux运维工程师（五险一金）,上海,本科,无需经验,上海王可风信息技术,17000,前程无忧
技术文员,上海,大专,无需经验,上海新时达电气,8250,前程无忧
项目管理岗（2026届校园招聘）,上海,本科,无需经验,东海证券,9000,前程无忧
信息技术员,上海,大专,1-3年,上海乐之药医药,11000,前程无忧
网络工程师,上海,大专,无需经验,上海昭洋远科信息科技,10500,前程无忧
白夜休休或常白班+IDC机房运维,上海,,1年及以上,深圳市法本信息技术,7000,前程无忧
运维工程师,上海,大专,1-3年,上海万序健康科技,8000,前程无忧
（民机）系统工程师（应届）,上海,本科,无需经验,上海柏飞电子科技,9000,前程无忧
软件工程师（初级/中级）,上海,本科,无需经验,上海骐骥极创电子科技,10500,前程无忧
网络工程师,上海,大专,无需经验,上海狩利信息科技,10000,前程无忧
运维工程师,上海,本科,无需经验,上海精岳铉电子科技,10000,前程无忧
助理机器视觉工程师,上海,大专,无需经验,上海贝特威自动化科技,6000,前程无忧
数据分析助理,上海,大专,无需经验,北京京铭宏硕科技,8000,前程无忧
数据分析师,上海,本科,无需经验,上海狩利信息科技,12500,前程无忧
前端数据分析 (MJ000412),上海,本科,无需经验,松下电器机电（中国）,11000,前程无忧
软件工程师,上海,本科,无需经验,中国科学院上海光学精密机械研究所,11000,前程无忧
机械工程师助理（应届/实习）,上海,大专,无需经验,占朗智能科技（上海）,7000,前程无忧
Robot Engineer,上海,本科,2年及以上,奥乐仓储（上海）,15000,前程无忧
Local IT/驻场工程师/现场工程师,上海,大专,1年及以上,大连隆基信息技术,8000,前程无忧
同济大学智能康复研究院图像处理和类脑计算招聘,上海,博士,无需经验,上海市养志康复医院（上海市阳光康复中心）,25000,前程无忧
生产数据分析师（上海-奉贤区）,上海,本科,无需经验,上海江崎格力高食品,7500,前程无忧
网络维护工程师,上海,大专,1年及以上,上海中思信息系统工程,8000,前程无忧
研发助理,上海,大专,无需经验,上海拓仓科技,7500,前程无忧
视觉算法助理工程师,上海,本科,1年及以上,上海富山精密机械科技,11000,前程无忧
网络系统管理员,上海,本科,无需经验,上海微电机研究所（中国电子科技集团公司第二十一研究所）,6000,前程无忧
测试工程师（Python),上海,本科,无需经验,上海星秒光电科技,9500,前程无忧
数据分析师,上海,本科,无需经验,上海目柏机电,11000,前程无忧
系统集成&测试工程师,,本科,1年及以上,上海杉加数智环境科技,10000,前程无忧
软件研发（应届生）,上海,本科,1年及以上,上海共联通信信息发展,12500,前程无忧
数据分析师,上海,本科,1年及以上,上海精岳铉电子科技,15000,前程无忧
IT,上海,本科,1年及以上,上海民办圣华紫竹双语学校,10000,前程无忧
计算机及网络管理,上海,本科,1年及以上,上海寰球工程,10000,前程无忧
数据支持专员(J25368),上海,本科,1年,上海旺旺食品集团,9500,前程无忧
科研计算机销售员,上海,大专,无需经验,上海赞存信息科技,8000,前程无忧
数据治理岗,上海,本科,无需经验,中征（北京）征信,6500,前程无忧
软件测评工程师,上海,本科,无需经验,上海计算机软件技术开发中心,9500,前程无忧
AI计算机销售员（实习生）,上海,大专,无需经验,上海赞存信息科技,7500,前程无忧
系统运维和客服支持（重庆）,重庆,本科,1年,上海齐獭信息科技,7500,前程无忧
计算机化系统管理员 (MJ009084),上海,本科,2年及以上,上海药明生物技术,12500,前程无忧
保底9000上海无人机厂+社保/坐班,上海,初中及以下,无需经验,顺励通信息科技（山东）,9500,前程无忧
IT,上海,大专,1年及以上,上海天旗物流,10000,前程无忧
初中信息技术教师,上海,本科,无需经验,上海市民办协和双语学校,13000,前程无忧
信息专员（网络工程师）(J10474),上海,本科,无需经验,德力西集团,10000,前程无忧
桌面运维工程师,上海,本科,无需经验,上海埃森氢科流体机械,7000,前程无忧
IT技术支持,上海,本科,2年,深圳市博悦数字科技,13500,前程无忧
数据分析师,上海,本科,1年及以上,上海浓利贸易,11000,前程无忧
运营操作岗（上海派遣）,上海,本科,1年,银联数据服务,12500,前程无忧
it运维助理,上海,大专,1年及以上,协同油脂润滑工程（上海）,8000,前程无忧
银行测试-线上面试,上海,本科,1-2年,深圳市长亮科技,11000,前程无忧
数据分析师,上海,本科,无需经验,江苏恰宜则电气设备,13000,前程无忧
助理机器视觉工程师（应届生招聘）,上海,大专,无需经验,上海贝特威自动化科技,5500,前程无忧
软件测试,上海,大专,无需经验,南京丰航耀机电设备,10000,前程无忧
软件管培生,上海,本科,无需经验,泛微网络科技,15000,前程无忧
测试工程师,上海,大专,1年及以上,上海钧如科技,11500,前程无忧
桌面软件工程师,上海,本科,无需经验,上海辰竹仪表,8500,前程无忧
网络运维,上海,本科,1年及以上,上海慧铂信息技术,8000,前程无忧
软件工程师,上海,本科,无需经验,上海神开石油化工装备,9750,前程无忧
桌面运维工程师助理,上海,本科,无需经验,上海道乎电子商务,7500,前程无忧
上海无人机工厂保底8500+包吃住,上海,,无需经验,顺励通信息科技（山东）,9500,前程无忧
专任教师（计算机应用技术专业）,上海,博士,无需经验,上海电子信息职业技术学院,15000,前程无忧
IT桌面技术支持,上海,本科,1年及以上,上海核子企业管理咨询,9000,前程无忧
管培生（机械、材料等理工科）,上海,本科,无需经验,上海微釜半导体设备,11000,前程无忧
软件技术支持（WMS/WCS）,上海,本科,无需经验,永恒力叉车（上海）,7000,前程无忧
IT专员,上海,本科,1年及以上,上海邑通道具,8000,前程无忧
AI数据分析专员,上海,本科,1-3年,城林科技（上海）,11500,前程无忧
信息专员,上海,本科,2年及以上,上药联纵（上海）医疗器械,9500,前程无忧
测试工程师,上海,大专,1年,上海颐众通信技术,8000,前程无忧
AI 数字化工程师,上海,大专,无需经验,上海瀚银信息技术,9000,前程无忧
数据分析师,上海,本科,1-3年,上海塑盛电子商务,11000,前程无忧
系统运维开发工程师,上海,本科,1年及以上,达丰（上海）电脑,8000,前程无忧
软件测试工程师,上海,本科,1-3年,上海泽信软件,8500,前程无忧
模拟机初级维护工程师,上海,本科,1年及以上,上海吉祥航空,8000,前程无忧
技术支持/维护工程师,上海,本科,无需经验,上海目柏机电,11000,前程无忧
网络工程师,上海,大专,无需经验,屿禾溪（上海）科技,11000,前程无忧
it技术支持,上海,本科,无需经验,上海康而寿医疗服务,6000,前程无忧
产品助理,上海,本科,无需经验,上海光博高智能科技,8500,前程无忧
[工读生]AI 模型运维工程师,上海,本科,无需经验,台积电（中国）,200,前程无忧
AI实习生,上海,本科,无需经验,三生国健药业（上海）,150,前程无忧
信息工程监理师/助理,上海,本科,无需经验,上海计算机软件技术开发中心,10250,前程无忧
it运维工程师,上海,本科,1年及以上,上海汉洁环境工程,11000,前程无忧
桌面运维工程师,上海,本科,1年及以上,上海慧铂信息技术,7500,前程无忧
数据标注,上海,大专,无需经验,上海赛赛汽车技术服务,5500,前程无忧
运维工程师,上海,本科,无需经验,江苏恰宜则电气设备,13000,前程无忧
BI初级工程师,上海,大专,1年,菲斯科（上海）软件,7500,前程无忧
咖啡师-浦东机场店,上海,高中,无需经验,上海中企峰能动力科技,7000,前程无忧
助理运维工程师,上海,大专,1年及以上,上海环盛商业,7250,前程无忧
嵌入式软件开发(Linux/单片机/PLC/DSP等),,大专,2年及以上,上海思慧德安防设备,12500,前程无忧
运维工程师,上海,本科,1-3年,上海学获帮教育科技,10000,前程无忧
医疗软件实施工程师,上海,本科,无需经验,上海泽信软件,6000,前程无忧
数据采集 五险 月薪7000元,上海,大专,无需经验,北京瑞世盛誉科技发展,7050,前程无忧
数据信息管理员,上海,大专,3年及以上,上海华悦包装制品,6250,前程无忧
数据工程师（实习生）,上海,本科,无需经验,上海必盈特软件系统,4750,前程无忧
初级运维（线下面试）,上海,本科,1年及以上,上海速强信息技术,7500,前程无忧
桌面运维岗,上海,本科,3年及以上,华金证券,11500,前程无忧
ai编程,上海,大专,无需经验,上海休元电力设备安装,200,前程无忧
实施工程师,上海,本科,无需经验,上海目柏机电,9000,前程无忧
IT工程师(J10138),上海,大专,1年及以上,上海易行时代新能源科技,8500,前程无忧
软件测试,上海,本科,无需经验,北京深辉机械科技,11000,前程无忧
运维值班员,上海,大专,无需经验,上海勤电信息科技,7000,前程无忧
软件实施工程师,上海,本科,无需经验,上海鸿皑智能科技,9000,前程无忧
技术操作岗 （数据开发方向）,上海,大专,1年及以上,银联数据服务,11500,前程无忧
测试工程师,上海,本科,1-3年,上海学获帮教育科技,10000,前程无忧
项目助理,上海,本科,1-3年,薪得付信息技术（上海）,10000,前程无忧
有机合成研究助理,上海,大专,2年,上海赞南科技,7000,前程无忧
初级测试工程师,上海,本科,1-3年,上海塑盛电子商务,9500,前程无忧
数据开发实习生-用户增长（User Growth）,上海,本科,无需经验,字节跳动,7000,前程无忧
数据专员,上海,本科,无需经验,上海贸远实业,7500,前程无忧
大数据工程师,上海,本科,无需经验,上海胜蓝软件技术服务,9500,前程无忧
智能体搭建助手,上海,本科,无需经验,上海库克打印机,9000,前程无忧
维护工程师,上海,大专,无需经验,上海共志通信信息技术发展,7000,前程无忧
it运维专员7-10k  14薪,上海,本科,1年及以上,上海艾施派尔生物科技,8500,前程无忧
客户专员（数据安全、数据治理）,上海,大专,无需经验,上海计算机软件技术开发中心,9000,前程无忧
产品经理管培生,上海,本科,无需经验,上海博瀛通信科技,7000,前程无忧
系统操作员,上海,本科,1年及以上,上海玖盈信息技术,9500,前程无忧
数据标注,上海,大专,1年及以上,思码睿猎人才咨询（上海）,7500,前程无忧
技术助理,上海,大专,1-2年,上海高博航空制造,6500,前程无忧
信息专员,上海,本科,1-3年,上海闵房（集团）,6500,前程无忧
售后服务工程师（数据机房产品 上海 南京 ）,,大专,1年及以上,上海黎耀科技发展,7000,前程无忧
系统工程师,上海,大专,无需经验,上海真仁堂药业,6500,前程无忧
网管员,上海,大专,无需经验,爱沛精密模塑（上海）,6200,前程无忧
运维人员,上海,本科,2-10年,上海嘉麟杰纺织品,5500,前程无忧
售后网络工程师,上海,大专,1年及以上,上海源派实业,7750,前程无忧
售前技术支持助理,上海,本科,无需经验,上海计算机软件技术开发中心,7000,前程无忧
IT技术支持,上海,本科,1年及以上,天田（中国）,8000,前程无忧
初级桌面运维工程师（上海耀龙路）,上海,本科,1年及以上,广州市宏意星计算机系统服务,5250,前程无忧
办公自动化专员,上海,本科,1年及以上,浙江长江汽车电子,7000,前程无忧
IT桌面运维,上海,大专,1年及以上,上海桢隆智能科技,6000,前程无忧
技术产品实习生（算法协作方向）-中国交易与广告,上海,本科,无需经验,字节跳动,8000,前程无忧
驻场工程师,上海,本科,1年及以上,上海亚济信息科技,8500,前程无忧
科技运维,上海,大专,3-4年,上海浦东恒通村镇银行,12000,前程无忧
IT技术支持(J10078),上海,本科,1年及以上,润通航运服务,12500,前程无忧
测试工程师,上海,大专,无需经验,北京京铭宏硕科技,8500,前程无忧
IT运维,上海,大专,1年及以上,上海咨考科技,9000,前程无忧
数据工程师,上海,本科,无需经验,上海胜蓝软件技术服务,9500,前程无忧
技术支持工程师,上海,大专,无需经验,上海仁廉信息科技,11500,前程无忧
技术工程师,上海,大专,无需经验,北京京铭宏硕科技,8500,前程无忧
技术支持工程师（可转开发）,上海,本科,1-3年,上海塑盛电子商务,9000,前程无忧
产品结构工程师（应届生）,上海,本科,无需经验,上海矽睿科技,6000,前程无忧
实施工程师,上海,本科,无需经验,上海仁廉信息科技,12000,前程无忧
IT运维与智能化应用专员,上海,,1年及以上,上海一行海事服务,15000,前程无忧
测试工程师助理,上海,本科,1年,上海慧铂信息技术,7500,前程无忧
信息化综合岗,上海,本科,3年及以上,上海申迪（集团）,11000,前程无忧
初级实施工程师,上海,本科,无需经验,上海嘉软计算机信息技术,6500,前程无忧
运维售后技术支持,上海,本科,无需经验,上海视丞信息科技,6500,前程无忧
软件测试工程师,上海,本科,无需经验,欧科佳（上海）汽车电子设备,5000,前程无忧
数据分析师,上海,本科,无需经验,湖北省瑞祥佳业电子科技,10000,前程无忧
技术文员/助理,上海,大专,无需经验,上海迈希泽设备检测技术服务,6250,前程无忧
FAB自动化机台操作（12寸/上二休二）,东莞,高中,2年及以上,深圳佳壹信息技术,12000,前程无忧
软件工程师,上海,大专,1年及以上,上海亚源制帽,8000,前程无忧
应用系统运维岗,上海,大专,1年及以上,上海奥特博格汽车工程,10000,前程无忧
运维工程师,上海,大专,1年及以上,上海浓利贸易,11000,前程无忧
软件测试工程师,上海,本科,1年,上海菁淇信息科技,9000,前程无忧
助理开发工程师,上海,大专,1年及以上,屿禾溪（上海）科技,11500,前程无忧
后端开发实习生-中国交易与广告,上海,本科,无需经验,字节跳动,8000,前程无忧
数据处理专员,上海,本科,无需经验,昂宝集成电路,7500,前程无忧
软件实施工程师,上海,本科,无需经验,锋泾（中国）建材集团,11500,前程无忧
加工中心操作工,上海,大专,2年,上海祥年烟草机械,12500,前程无忧
系统管理员,上海,大专,2年及以上,上海洋明塑料科技,8500,前程无忧
研发工程师（开发）,上海,本科,无需经验,上海计算机软件技术开发中心,10500,前程无忧
贴片机操作员,上海,中技/中专,1年及以上,上海文安电脑技术,6750,前程无忧
IT support,上海,本科,3年及以上,择幂（上海）科技,22500,前程无忧
技术支持工程师,上海,大专,1年及以上,上海锐测电子科技,10500,前程无忧
测试工程师（应届生岗位）,上海,本科,1年,安吉租赁,9500,前程无忧
硬件运维工程师,上海,大专,无需经验,北京京铭宏硕科技,8500,前程无忧
上海宝山机房弱电(J11150),上海,,1年及以上,深圳市锐科信息技术,11000,前程无忧
系统运维工程师,上海,本科,无需经验,上海集恒信息科技,8000,前程无忧
助理研发工程师,上海,本科,无需经验,上海天沐自动化仪表,7000,前程无忧
软件实施工程师,上海,本科,无需经验,上海道生智企业管理顾问,17500,前程无忧
AI技术应用工程师（智能相机+自动码垛机方向）,上海,中技/中专,2年,上海三君生活用品,9000,前程无忧
数据分析工程师,上海,本科,无需经验,上海昌润极锐超硬材料,8500,前程无忧
（民机）软件工程师（应届硕士）,上海,硕士,无需经验,上海柏飞电子科技,11000,前程无忧
IT 运维工程师（偏桌面支持 / 脚本开发方向）,上海,大专,2年及以上,上海精恭纺贸易,9000,前程无忧
数据分析师,上海,大专,无需经验,南京丰航耀机电设备,10000,前程无忧
ERP实施助理实习生,上海,大专,无需经验,上海翊码信息科技,120,前程无忧
商业化数据科学实习生-国际化广告数据科学,上海,本科,无需经验,字节跳动,7000,前程无忧
GPU计算机销售员,上海,本科,无需经验,上海赞存信息科技,8000,前程无忧
EAP软件工程师（应届生亦可）,上海,本科,无需经验,上海华岭集成电路技术,12500,前程无忧
数据处理工程师,上海,大专,1-2年,上海琳方会计师事务所,9000,前程无忧
